Order ID,Purchase Date,Ship Date,Returned,Return Date,Continent,Country,City,Store ID,Store Name,Store Type,Channel,Priority,Payment Method,Promotion ID,Promotion Name,Customer ID,Customer Segment,Loyalty Tier,Salesperson ID,Salesperson Department,Product ID,SKU,Product Name,Category,Subcategory,Brand,Quantity,Unit Cost,Unit Price,Discount Amount,Tax Amount,Shipping Cost,Gross Sales,Net Sales,COGS,Gross Profit
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901955,1/24/24,1/30/24,No,,Europe,United Kingdom,London,S016,Everyday Store - London,Mall,Online,High,Card,CLEARANCE15,Clearance 15%,C00820,Family,Bronze,E0067,New Sales,P0154,SKU-100153,Samsung Phones Pro,Electronics,Phones,Samsung,2,1270,1986,675,264,80,3972,3297,2540,757
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902657,1/24/24,,No,,Africa,Kenya,Mombasa,S007,Tech & Home - Mombasa,Warehouse,In-Store,Low,Card,NONE,No Promotion,C00626,Business,Bronze,E0017,New Sales,P0079,SKU-100078,Belkin Accessories Plus,Electronics,Accessories,Belkin,4,1063,1849,148,1087,0,7396,7248,4252,2996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902873,1/24/24,1/25/24,No,,Africa,South Africa,Johannesburg,S001,ValueMart - Johannesburg,High Street,Online,Normal,Card,LOYALTY5,Loyalty 5%,C01029,Budget,Silver,E0061,New Sales,P0018,SKU-100017,Lenovo Tablets Max,Electronics,Tablets,Lenovo,2,532,686,69,195,45,1372,1303,1064,239
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900366,1/24/24,1/31/24,No,,North America,United States,Seattle,S013,Tech & Home - Seattle,Mall,Online,Normal,Finance,WEEKEND10,Weekend 10%,C00767,Enterprise,Gold,E0041,New Sales,P0178,SKU-100177,Local Snacks Eco,Grocery,Snacks,Local,2,16,28,8,4,80,56,48,32,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903837,1/24/24,,No,,Africa,Kenya,Kisumu,S008,Tech & Home - Kisumu,Warehouse,In-Store,Low,Card,WEEKEND10,Weekend 10%,C00555,Student,Bronze,E0028,New Sales,P0021,SKU-100020,Asus Laptops Pro,Electronics,Laptops,Asus,1,1539,2074,207,280,0,2074,1867,1539,328
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902727,1/24/24,1/30/24,No,,Europe,United Kingdom,Manchester,S018,ValueMart - Manchester,High Street,Online,Normal,Card,WEEKEND10,Weekend 10%,C00684,Family,Silver,E0063,Customer Care,P0001,SKU-100000,Bosch Appliances Eco,Home,Appliances,Bosch,1,358,581,70,41,30,581,511,358,153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904478,1/24/24,,No,,Africa,South Africa,Pretoria,S004,Tech & Home - Pretoria,Warehouse,In-Store,Low,Wallet,BUNDLE12,Bundle 12%,C00538,Business,Silver,E0051,New Sales,P0008,SKU-100007,Local Men Eco (L),Clothing,Men,Local,1,44,59,8,8,0,59,51,44,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900789,1/25/24,,No,,North America,United States,Los Angeles,S015,Main Street Retail - Los Angeles,Warehouse,In-Store,Normal,Finance,LOYALTY5,Loyalty 5%,C00735,Enterprise,Gold,E0045,Upgrades,P0065,SKU-100064,Local Beverages Eco,Grocery,Beverages,Local,1,9,12,1,1,0,12,11,9,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901198,1/25/24,,No,,Africa,Kenya,Kisumu,S008,Tech & Home - Kisumu,Warehouse,In-Store,High,EFT,LOYALTY5,Loyalty 5%,C00665,Business,Bronze,E0033,Upgrades,P0129,SKU-100128,Belkin Accessories Air,Electronics,Accessories,Belkin,1,1558,2119,148,296,0,2119,1971,1558,413
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901947,1/25/24,,No,,Europe,United Kingdom,Manchester,S019,Everyday Store - Manchester,Mall,In-Store,Low,Finance,WEEKEND10,Weekend 10%,C01190,Business,Silver,E0007,Upgrades,P0166,SKU-100165,Local Men Standard (M),Clothing,Men,Local,1,66,101,10,7,0,101,91,66,25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902014,1/25/24,,No,,North America,United States,New York,S010,Everyday Store - New York,Warehouse,In-Store,Normal,Card,LOYALTY5,Loyalty 5%,C00022,Family,Silver,E0058,Customer Care,P0076,SKU-100075,Belkin Accessories Plus,Electronics,Accessories,Belkin,2,1268,1760,246,262,0,3520,3274,2536,738
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902752,1/25/24,,No,,Europe,United Kingdom,Manchester,S019,Everyday Store - Manchester,Mall,In-Store,Normal,EFT,NONE,No Promotion,C00392,Family,None,E0056,Corporate,P0118,SKU-100117,Apple Phones Air,Electronics,Phones,Apple,1,1036,1587,0,127,0,1587,1587,1036,551
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902790,1/25/24,2/1/24,No,,Europe,United Kingdom,London,S017,ValueMart - London,High Street,Online,Normal,Card,WEEKEND10,Weekend 10%,C00664,Enterprise,Gold,E0054,Corporate,P0110,SKU-100109,Google Phones Air,Electronics,Phones,Google,2,1449,2086,417,300,80,4172,3755,2898,857
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902858,1/25/24,,No,,Africa,South Africa,Cape Town,S002,Everyday Store - Cape Town,Outlet,In-Store,Normal,Wallet,WEEKEND10,Weekend 10%,C00210,Family,None,E0009,New Sales,P0074,SKU-100073,Local Women Standard (L),Clothing,Women,Local,1,60,86,9,12,0,86,77,60,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903016,1/25/24,1/28/24,No,,North America,United States,New York,S010,Everyday Store - New York,Warehouse,Online,Normal,EFT,WEEKEND10,Weekend 10%,C00697,Budget,None,E0005,Corporate,P0007,SKU-100006,Samsung Phones Max,Electronics,Phones,Samsung,3,938,1598,575,338,60,4794,4219,2814,1405
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904405,1/25/24,1/30/24,No,,Europe,United Kingdom,London,S016,Everyday Store - London,Mall,Online,Low,Card,WEEKEND10,Weekend 10%,C01149,Family,Silver,E0013,Corporate,P0007,SKU-100006,Samsung Phones Max,Electronics,Phones,Samsung,2,938,1598,320,230,0,3196,2876,1876,1000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903296,1/25/24,,No,,North America,United States,Los Angeles,S015,Main Street Retail - Los Angeles,Warehouse,In-Store,Normal,Card,NONE,No Promotion,C00539,Business,None,E0048,Customer Care,P0109,SKU-100108,Google Phones Max,Electronics,Phones,Google,1,1160,1948,0,156,0,1948,1948,1160,788
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903287,1/25/24,1/31/24,No,,Europe,United Kingdom,London,S016,Everyday Store - London,Mall,Online,Low,Wallet,WEEKEND10,Weekend 10%,C00079,Family,Bronze,E0009,New Sales,P0169,SKU-100168,Belkin Accessories Pro,Electronics,Accessories,Belkin,3,902,1441,562,301,60,4323,3761,2706,1055
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903304,1/25/24,1/29/24,No,,Africa,Kenya,Mombasa,S007,Tech & Home - Mombasa,Warehouse,Online,Normal,Card,LOYALTY5,Loyalty 5%,C01162,Family,Silver,E0020,New Sales,P0011,SKU-100010,Google Phones Basic,Electronics,Phones,Google,1,1293,1747,87,249,0,1747,1660,1293,367
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904009,1/25/24,1/26/24,No,,Europe,United Kingdom,Manchester,S019,Everyday Store - Manchester,Mall,Online,Normal,Card,LOYALTY5,Loyalty 5%,C00917,Budget,Silver,E0045,Upgrades,P0037,SKU-100036,Local Snacks Premium,Grocery,Snacks,Local,1,9,14,1,1,0,14,13,9,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904468,1/25/24,,No,,Europe,United Kingdom,London,S017,ValueMart - London,High Street,In-Store,Normal,EFT,WEEKEND10,Weekend 10%,C00130,Student,Silver,E0049,Customer Care,P0120,SKU-100119,Dell Laptops Pro,Electronics,Laptops,Dell,1,575,744,74,54,0,744,670,575,95
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904772,1/25/24,,No,,Europe,United Kingdom,Birmingham,S021,Main Street Retail - Birmingham,High Street,In-Store,Normal,Card,BUNDLE12,Bundle 12%,C01078,Student,Silver,E0062,New Sales,P0147,SKU-100146,Belkin Accessories Max,Electronics,Accessories,Belkin,1,1162,2056,308,140,0,2056,1748,1162,586
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901211,1/26/24,2/1/24,No,,North America,United States,Seattle,S013,Tech & Home - Seattle,Mall,Partner,Normal,Card,WEEKEND10,Weekend 10%,C01161,Student,None,E0027,Customer Care,P0041,SKU-100040,Local Men Value (S),Clothing,Men,Local,2,68,109,22,16,80,218,196,136,60
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900189,1/26/24,1/29/24,No,,Europe,United Kingdom,London,S016,Everyday Store - London,Mall,Online,Low,Card,BUNDLE12,Bundle 12%,C00094,Family,Bronze,E0032,New Sales,P0159,SKU-100158,Samsung Phones Max,Electronics,Phones,Samsung,2,498,704,169,99,0,1408,1239,996,243
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901247,1/26/24,,No,,Europe,United Kingdom,Manchester,S019,Everyday Store - Manchester,Mall,In-Store,Normal,Card,CLEARANCE15,Clearance 15%,C00122,Budget,None,E0002,Corporate,P0092,SKU-100091,Apple Tablets Max,Electronics,Tablets,Apple,1,1837,2353,353,160,0,2353,2000,1837,163
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901304,1/26/24,,No,,North America,United States,Los Angeles,S014,Tech & Home - Los Angeles,Mall,In-Store,Normal,Cash,LOYALTY5,Loyalty 5%,C00179,Business,None,E0065,Corporate,P0110,SKU-100109,Google Phones Air,Electronics,Phones,Google,2,1449,2086,209,317,0,4172,3963,2898,1065
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901717,1/26/24,1/28/24,No,,Africa,South Africa,Cape Town,S002,Everyday Store - Cape Town,Outlet,Partner,Normal,Finance,LOYALTY5,Loyalty 5%,C00210,Family,None,E0020,New Sales,P0167,SKU-100166,Belkin Accessories Plus,Electronics,Accessories,Belkin,2,510,848,85,242,60,1696,1611,1020,591
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902021,1/26/24,,No,,Europe,United Kingdom,Birmingham,S021,Main Street Retail - Birmingham,High Street,In-Store,Normal,Card,WEEKEND10,Weekend 10%,C00721,Family,None,E0064,New Sales,P0163,SKU-100162,Russell Hobbs Kitchen Standard,Home,Kitchen,Russell Hobbs,3,766,1344,403,290,0,4032,3629,2298,1331
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902133,1/26/24,,No,,Europe,United Kingdom,Birmingham,S021,Main Street Retail - Birmingham,High Street,In-Store,Normal,Card,NONE,No Promotion,C00608,Business,Bronze,E0017,New Sales,P0005,SKU-100004,Anker Accessories Pro,Electronics,Accessories,Anker,3,502,818,0,196,0,2454,2454,1506,948
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902594,1/26/24,2/2/24,No,,Europe,United Kingdom,Manchester,S019,Everyday Store - Manchester,Mall,Online,Normal,Card,LOYALTY5,Loyalty 5%,C01171,Budget,None,E0001,Upgrades,P0072,SKU-100071,Lenovo Laptops Basic,Electronics,Laptops,Lenovo,1,1294,1564,125,115,30,1564,1439,1294,145
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902595,1/26/24,,No,,Europe,United Kingdom,London,S017,ValueMart - London,High Street,In-Store,High,Wallet,CLEARANCE15,Clearance 15%,C00706,Budget,None,E0068,Corporate,P0007,SKU-100006,Samsung Phones Max,Electronics,Phones,Samsung,1,938,1598,320,102,0,1598,1278,938,340
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902620,1/26/24,2/2/24,No,,Europe,United Kingdom,Birmingham,S020,Tech & Home - Birmingham,High Street,Online,Low,EFT,BUNDLE12,Bundle 12%,C00531,Student,None,E0061,New Sales,P0088,SKU-100087,Local Household Value,Grocery,Household,Local,2,10,17,4,2,30,34,30,20,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902911,1/26/24,,No,,North America,United States,Austin,S011,City Outlet - Austin,Mall,In-Store,Normal,Finance,CLEARANCE15,Clearance 15%,C00872,Student,Bronze,E0069,New Sales,P0070,SKU-100069,Samsung Phones Basic,Electronics,Phones,Samsung,4,1170,1721,1377,441,0,6884,5507,4680,827
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903056,1/26/24,,No,,Africa,Kenya,Kisumu,S008,Tech & Home - Kisumu,Warehouse,In-Store,Normal,Wallet,WEEKEND10,Weekend 10%,C00799,Family,None,E0055,Corporate,P0095,SKU-100094,Apple Tablets Max,Electronics,Tablets,Apple,1,834,1494,179,197,0,1494,1315,834,481
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903449,1/26/24,,No,,North America,United States,New York,S010,Everyday Store - New York,Warehouse,In-Store,High,Finance,BUNDLE12,Bundle 12%,C01189,Business,None,E0048,Customer Care,P0094,SKU-100093,Belkin Accessories Air,Electronics,Accessories,Belkin,1,1562,2138,257,150,0,2138,1881,1562,319
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904876,1/26/24,1/27/24,No,,Europe,United Kingdom,Birmingham,S021,Main Street Retail - Birmingham,High Street,Online,High,Card,CLEARANCE15,Clearance 15%,C00806,Budget,Bronze,E0045,Upgrades,P0178,SKU-100177,Local Snacks Eco,Grocery,Snacks,Local,1,16,28,5,2,45,28,23,16,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900335,1/27/24,,No,,North America,United States,Austin,S011,City Outlet - Austin,Mall,In-Store,High,Finance,WEEKEND10,Weekend 10%,C00846,Business,None,E0042,Upgrades,P0037,SKU-100036,Local Snacks Premium,Grocery,Snacks,Local,1,9,14,2,1,0,14,12,9,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900626,1/27/24,2/1/24,No,,Africa,Kenya,Kisumu,S008,Tech & Home - Kisumu,Warehouse,Online,High,Card,BUNDLE12,Bundle 12%,C01032,Student,None,E0054,Corporate,P0145,SKU-100144,Lenovo Laptops Air,Electronics,Laptops,Lenovo,3,1852,2189,1116,818,60,6567,5451,5556,-105
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901291,1/27/24,,No,,North America,United States,Chicago,S012,Main Street Retail - Chicago,Outlet,In-Store,Normal,Card,CLEARANCE15,Clearance 15%,C00244,Family,Gold,E0035,Corporate,P0151,SKU-100150,LG Appliances Eco,Home,Appliances,LG,3,854,1122,673,215,0,3366,2693,2562,131
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901450,1/27/24,,No,,Africa,South Africa,Johannesburg,S001,ValueMart - Johannesburg,High Street,In-Store,Normal,Card,WEEKEND10,Weekend 10%,C00439,Student,None,E0023,Customer Care,P0068,SKU-100067,Samsung Phones Pro,Electronics,Phones,Samsung,1,905,1219,146,161,0,1219,1073,905,168
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901954,1/27/24,,No,,Africa,Kenya,Mombasa,S007,Tech & Home - Mombasa,Warehouse,In-Store,Normal,Card,WEEKEND10,Weekend 10%,C00516,Student,None,E0041,New Sales,P0143,SKU-100142,Dell Laptops Pro,Electronics,Laptops,Dell,2,1018,1343,269,363,0,2686,2417,2036,381
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904877,1/27/24,1/28/24,No,,Europe,United Kingdom,London,S017,ValueMart - London,High Street,Online,High,Card,CLEARANCE15,Clearance 15%,C01094,Family,Silver,E0043,Customer Care,P0103,SKU-100102,Asus Laptops Plus,Electronics,Laptops,Asus,4,1103,1452,1162,372,60,5808,4646,4412,234
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902851,1/27/24,,No,,Africa,Kenya,Nairobi,S006,Everyday Store - Nairobi,High Street,In-Store,Normal,Wallet,LOYALTY5,Loyalty 5%,C00678,Budget,None,E0038,Customer Care,P0044,SKU-100043,Philips Cleaning Standard,Home,Cleaning,Philips,1,131,182,13,25,0,182,169,131,38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902721,1/27/24,1/28/24,No,,Europe,United Kingdom,Birmingham,S021,Main Street Retail - Birmingham,High Street,Online,Normal,Card,BUNDLE12,Bundle 12%,C00922,Student,None,E0069,New Sales,P0149,SKU-100148,Lenovo Tablets Plus,Electronics,Tablets,Lenovo,1,812,1136,136,80,30,1136,1000,812,188
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903970,1/27/24,,No,,Africa,South Africa,Durban,S003,Everyday Store - Durban,Mall,In-Store,High,Card,LOYALTY5,Loyalty 5%,C00990,Budget,Silver,E0045,Upgrades,P0154,SKU-100153,Samsung Phones Pro,Electronics,Phones,Samsung,4,1270,1986,397,1132,0,7944,7547,5080,2467
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904318,1/27/24,,No,,Africa,South Africa,Durban,S003,Everyday Store - Durban,Mall,In-Store,Normal,EFT,BUNDLE12,Bundle 12%,C00103,Business,None,E0008,Customer Care,P0129,SKU-100128,Belkin Accessories Air,Electronics,Accessories,Belkin,1,1558,2119,297,273,0,2119,1822,1558,264
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904422,1/27/24,,No,,North America,United States,Chicago,S012,Main Street Retail - Chicago,Outlet,In-Store,Normal,EFT,BUNDLE12,Bundle 12%,C01063,Business,Bronze,E0031,Upgrades,P0045,SKU-100044,Dyson Cleaning Standard,Home,Cleaning,Dyson,4,642,1120,538,315,0,4480,3942,2568,1374
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903821,1/27/24,1/30/24,No,,North America,United States,New York,S009,ValueMart - New York,Warehouse,Online,Normal,Card,LOYALTY5,Loyalty 5%,C00474,Family,Gold,E0057,Upgrades,P0079,SKU-100078,Belkin Accessories Plus,Electronics,Accessories,Belkin,2,1063,1849,296,272,45,3698,3402,2126,1276
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900352,1/28/24,,No,,Europe,United Kingdom,Manchester,S019,Everyday Store - Manchester,Mall,In-Store,High,Card,CLEARANCE15,Clearance 15%,C00685,Business,None,E0033,Upgrades,P0161,SKU-100160,Apple Phones Air,Electronics,Phones,Apple,4,1283,1918,1534,491,0,7672,6138,5132,1006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900838,1/28/24,1/31/24,No,,Europe,United Kingdom,Birmingham,S020,Tech & Home - Birmingham,High Street,Online,Low,Card,CLEARANCE15,Clearance 15%,C00073,Student,Silver,E0013,Corporate,P0136,SKU-100135,Samsung Phones Basic,Electronics,Phones,Samsung,1,373,622,93,42,0,622,529,373,156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900498,1/28/24,2/3/24,No,,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,Online,Normal,EFT,BUNDLE12,Bundle 12%,C00294,Enterprise,None,E0049,Customer Care,P0031,SKU-100030,Samsung Phones Air,Electronics,Phones,Samsung,3,1011,1634,588,647,0,4902,4314,3033,1281
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903041,1/28/24,1/30/24,No,,Europe,United Kingdom,Manchester,S019,Everyday Store - Manchester,Mall,Online,Normal,Card,LOYALTY5,Loyalty 5%,C00501,Student,None,E0023,Customer Care,P0180,SKU-100179,Anker Accessories Pro,Electronics,Accessories,Anker,1,1255,2147,107,163,45,2147,2040,1255,785
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904546,1/28/24,1/29/24,No,,North America,United States,Austin,S011,City Outlet - Austin,Mall,Online,Normal,Finance,NONE,No Promotion,C00238,Enterprise,Bronze,E0058,Customer Care,P0110,SKU-100109,Google Phones Air,Electronics,Phones,Google,4,1449,2086,0,668,60,8344,8344,5796,2548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902416,1/28/24,,No,,Europe,United Kingdom,Birmingham,S021,Main Street Retail - Birmingham,High Street,In-Store,Normal,Card,NONE,No Promotion,C00407,Business,None,E0010,New Sales,P0095,SKU-100094,Apple Tablets Max,Electronics,Tablets,Apple,1,834,1494,0,120,0,1494,1494,834,660
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902511,1/28/24,,No,,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,In-Store,Low,Card,BUNDLE12,Bundle 12%,C00403,Student,Bronze,E0061,New Sales,P0125,SKU-100124,Logitech Accessories Basic,Electronics,Accessories,Logitech,3,1064,1675,703,648,0,5025,4322,3192,1130
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903289,1/28/24,1/30/24,No,,North America,United States,Seattle,S013,Tech & Home - Seattle,Mall,Partner,Normal,EFT,LOYALTY5,Loyalty 5%,C01110,Student,Bronze,E0051,New Sales,P0089,SKU-100088,Samsung Phones Pro,Electronics,Phones,Samsung,1,766,1187,119,85,45,1187,1068,766,302
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O903253,1/28/24,,No,,Africa,Kenya,Kisumu,S008,Tech & Home - Kisumu,Warehouse,In-Store,Normal,Card,WEEKEND10,Weekend 10%,C00982,Business,None,E0031,Upgrades,P0122,SKU-100121,Bosch Cleaning Eco,Home,Cleaning,Bosch,3,227,285,86,115,0,855,769,681,88
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901022,1/28/24,1/30/24,No,,North America,United States,Seattle,S013,Tech & Home - Seattle,Mall,Online,Normal,Card,NONE,No Promotion,C00953,Family,None,E0012,Customer Care,P0138,SKU-100137,Local Beverages Value,Grocery,Beverages,Local,4,5,7,1,2,80,28,27,20,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901230,1/28/24,2/1/24,No,,Africa,South Africa,Cape Town,S002,Everyday Store - Cape Town,Outlet,Partner,Normal,Finance,WEEKEND10,Weekend 10%,C00818,Family,Bronze,E0029,New Sales,P0017,SKU-100016,Russell Hobbs Kitchen Value,Home,Kitchen,Russell Hobbs,1,854,1275,153,168,30,1275,1122,854,268
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900041,1/29/24,1/31/24,No,,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,Online,Normal,Cash,BUNDLE12,Bundle 12%,C00330,Business,Bronze,E0018,Corporate,P0147,SKU-100146,Belkin Accessories Max,Electronics,Accessories,Belkin,1,1162,2056,308,262,45,2056,1748,1162,586
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900208,1/29/24,2/3/24,No,,North America,United States,New York,S009,ValueMart - New York,Warehouse,Online,High,Card,NONE,No Promotion,C01111,Business,None,E0027,Customer Care,P0179,SKU-100178,Google Phones Air,Electronics,Phones,Google,1,1497,2370,71,184,45,2370,2299,1497,802
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902770,1/29/24,2/3/24,No,,Africa,South Africa,Cape Town,S002,Everyday Store - Cape Town,Outlet,Partner,Normal,Card,BUNDLE12,Bundle 12%,C01039,Family,Silver,E0058,Customer Care,P0161,SKU-100160,Apple Phones Air,Electronics,Phones,Apple,1,1283,1918,269,247,30,1918,1649,1283,366
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900253,1/29/24,,No,,Europe,United Kingdom,Birmingham,S021,Main Street Retail - Birmingham,High Street,In-Store,Normal,Finance,WEEKEND10,Weekend 10%,C00780,Business,None,E0013,Corporate,P0088,SKU-100087,Local Household Value,Grocery,Household,Local,3,10,17,5,4,0,51,46,30,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O904121,1/29/24,2/2/24,No,,North America,United States,Los Angeles,S015,Main Street Retail - Los Angeles,Warehouse,Online,Normal,Card,LOYALTY5,Loyalty 5%,C00316,Budget,None,E0053,Customer Care,P0040,SKU-100039,Samsung Tablets Max,Electronics,Tablets,Samsung,2,1037,1494,239,220,60,2988,2749,2074,675
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901292,1/29/24,,No,,Africa,Kenya,Kisumu,S008,Tech & Home - Kisumu,Warehouse,In-Store,Normal,Card,BUNDLE12,Bundle 12%,C00851,Student,None,E0015,Customer Care,P0041,SKU-100040,Local Men Value (S),Clothing,Men,Local,2,68,109,33,28,0,218,185,136,49
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901546,1/29/24,1/30/24,No,,North America,United States,Austin,S011,City Outlet - Austin,Mall,Online,Normal,EFT,LOYALTY5,Loyalty 5%,C00805,Student,Gold,E0041,New Sales,P0154,SKU-100153,Samsung Phones Pro,Electronics,Phones,Samsung,1,1270,1986,159,146,30,1986,1827,1270,557
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O901566,1/29/24,,No,,Africa,South Africa,Cape Town,S002,Everyday Store - Cape Town,Outlet,In-Store,Normal,Finance,LOYALTY5,Loyalty 5%,C00820,Family,Bronze,E0036,Customer Care,P0083,SKU-100082,Bosch Appliances Value,Home,Appliances,Bosch,2,731,1092,109,311,0,2184,2075,1462,613
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O900104,1/29/24,2/5/24,No,,Europe,United Kingdom,Manchester,S019,Everyday Store - Manchester,Mall,Online,Low,Card,LOYALTY5,Loyalty 5%,C00616,Business,Bronze,E0005,Corporate,P0025,SKU-100024,Local Household Eco,Grocery,Household,Local,1,18,33,3,2,45,33,30,18,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902458,1/29/24,,No,,North America,United States,New York,S010,Everyday Store - New York,Warehouse,In-Store,High,Card,WEEKEND10,Weekend 10%,C00800,Student,Bronze,E0009,New Sales,P0154,SKU-100153,Samsung Phones Pro,Electronics,Phones,Samsung,1,1270,1986,199,143,0,1986,1787,1270,517
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O902032,1/29/24,2/5/24,No,,Europe,United Kingdom,Manchester,S018,ValueMart - Manchester,High Street,Partner,Normal,Card,WEEKEND10,Weekend 10%,C00735,Enterprise,Gold,E0012,Customer Care,P0062,SKU-100061,Local Household Eco,Grocery,Household,Local,1,30,37,4,3,80,37,33,30,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
